,run,activity,time,id,RSSI,phase
1,5,8,13 45 57 47520,e2001d8712461320db93,-57,171
2,5,8,13 45 57 47520,e2001d8712461320db93,-57,171
3,5,8,13 45 57 47570,e2001d8712401320d4a0,-57,171
4,5,8,13 45 57 47586,e2001d8712461320db93,-55,171
5,5,8,13 45 57 47604,e2001d871271320b9f,-52,171
6,5,8,13 45 57 47620,e2001d8712461320db93,-55,174
7,5,8,13 45 57 47637,e2001d871271320b9f,-52,168
8,5,8,13 45 57 47653,e2001d871271320b9f,-52,174
9,5,8,13 45 57 47670,e2001d8712461320db93,-55,174
10,5,8,13 45 57 47670,e2001d8712461320db93,-55,174
11,5,8,13 45 57 47704,e2001d871271320b9f,-52,174
12,5,8,13 45 57 47720,e2001d8712461320db93,-55,174
13,5,8,13 45 57 47752,e2001d871271320b9f,-52,171
14,5,8,13 45 57 47770,e2001d8712461320db93,-55,171
15,5,8,13 45 57 47786,e2001d871271320b9f,-52,171
16,5,8,13 45 57 47803,e2001d8712461320db93,-55,171
17,5,8,13 45 57 47803,e2001d8712461320db93,-55,171
18,5,8,13 45 57 47837,e2001d8712461320db93,-55,174
19,5,8,13 45 57 47853,e2001d871271320b9f,-52,174
20,5,8,13 45 57 47886,e2001d8712461320db93,-55,168
21,5,8,13 45 57 47903,e2001d871271320b9f,-52,174
22,5,8,13 45 57 47920,e2001d871271320b9f,-52,174
23,5,8,13 45 57 47936,e2001d871271320b9f,-51,174
24,5,8,13 45 57 47954,e2001d8712461320db93,-56,171
25,5,8,13 45 57 47954,e2001d8712461320db93,-56,171
26,5,8,13 45 58 47986,e2001d8712461320db93,-57,171
27,5,8,13 45 58 48003,e2001d871271320b9f,-51,174
28,5,8,13 45 58 48020,e2001d871271320b9f,-51,168
29,5,8,13 45 58 48036,e2001d8712461320db93,-57,174
30,5,8,13 45 58 48052,e2001d8712171320c120,-57,171
31,5,8,13 45 58 48052,e2001d8712171320c120,-57,171
32,5,8,13 45 58 48087,e2001d8712171320c120,-57,171
33,5,8,13 45 58 48102,e2001d871271320b9f,-52,174
34,5,8,13 45 58 48120,e2001d8712461320db93,-57,171
